t_ms,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,v_h_ms,v_v_down_ms,v_tot_ms,v_forward_ms,v_side_ms,cv_vdown,v_h_u,v_v_u,v_tot_u,v_forward_u,v_side_u,yaw_deg,pitch_deg,fwd_len_h,band,state,underwater
1756425420975,864.443,-127.935,43.387,1.085,6.034,-2.351,6.13,2.35,6.57,6.13,-0.00,0.137,241.4,92.6,258.5,241.4,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425421004,864.496,-127.641,43.273,1.306,7.259,-2.828,7.38,2.83,7.90,7.38,-0.00,0.135,290.4,111.3,311.0,290.4,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421034,864.549,-127.347,43.158,1.450,8.063,-3.142,8.19,3.14,8.77,8.19,-0.00,0.134,322.5,123.7,345.4,322.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421063,864.549,-127.347,43.158,1.015,5.644,-2.199,5.73,2.20,6.14,5.73,-0.00,0.139,225.8,86.6,241.8,225.8,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425421092,864.602,-127.053,43.044,1.257,6.987,-2.722,7.10,2.72,7.60,7.10,-0.00,0.137,279.5,107.2,299.3,279.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421121,864.655,-126.759,42.929,1.426,7.925,-3.088,8.05,3.09,8.62,8.05,-0.00,0.135,317.0,121.6,339.5,317.0,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421151,864.708,-126.465,42.815,1.534,8.529,-3.323,8.67,3.32,9.28,8.67,-0.00,0.136,341.2,130.8,365.4,341.2,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425421180,864.708,-126.465,42.815,1.074,5.971,-2.326,6.07,2.33,6.50,6.07,-0.00,0.138,238.8,91.6,255.8,238.8,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425421210,864.761,-126.171,42.700,1.289,7.163,-2.791,7.28,2.79,7.80,7.28,-0.00,0.136,286.5,109.9,306.9,286.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421239,864.814,-125.877,42.586,1.438,7.996,-3.115,8.12,3.12,8.70,8.12,-0.00,0.135,319.9,122.7,342.6,319.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421268,864.867,-125.583,42.471,1.552,8.628,-3.362,8.77,3.36,9.39,8.77,-0.00,0.135,345.1,132.3,369.6,345.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425421298,864.867,-125.583,42.471,1.087,6.039,-2.353,6.14,2.35,6.57,6.14,-0.00,0.138,241.6,92.6,258.7,241.6,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425421328,864.919,-125.289,42.356,1.297,7.212,-2.810,7.33,2.81,7.85,7.33,-0.00,0.136,288.5,110.6,309.0,288.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421357,864.972,-124.995,42.242,1.445,8.030,-3.129,8.16,3.13,8.74,8.16,-0.00,0.134,321.2,123.2,344.0,321.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421386,864.972,-124.995,42.242,1.011,5.621,-2.190,5.71,2.19,6.12,5.71,-0.00,0.139,224.9,86.2,240.8,224.9,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425421416,865.025,-124.701,42.127,1.244,6.919,-2.696,7.03,2.70,7.53,7.03,-0.00,0.138,276.8,106.1,296.4,276.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421445,865.078,-124.407,42.013,1.411,7.846,-3.057,7.97,3.06,8.54,7.97,-0.00,0.136,313.8,120.3,336.1,313.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421475,865.131,-124.113,41.898,1.528,8.493,-3.309,8.63,3.31,9.24,8.63,-0.00,0.136,339.7,130.3,363.9,339.7,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425421504,865.131,-124.113,41.898,1.070,5.945,-2.316,6.04,2.32,6.47,6.04,-0.00,0.139,237.8,91.2,254.7,237.8,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425421533,865.184,-123.819,41.784,1.285,7.146,-2.784,7.26,2.78,7.78,7.26,-0.00,0.137,285.8,109.6,306.1,285.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421562,865.237,-123.525,41.669,1.446,8.038,-3.132,8.17,3.13,8.75,8.17,-0.00,0.135,321.5,123.3,344.4,321.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421591,865.290,-123.231,41.555,1.558,8.662,-3.375,8.80,3.38,9.43,8.80,-0.00,0.136,346.5,132.9,371.1,346.5,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425421620,865.290,-123.231,41.555,1.091,6.064,-2.363,6.16,2.36,6.60,6.16,-0.00,0.138,242.6,93.0,259.8,242.6,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425421650,865.342,-122.937,41.440,1.300,7.228,-2.816,7.34,2.82,7.87,7.34,-0.00,0.136,289.1,110.9,309.6,289.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421679,865.395,-122.643,41.326,1.447,8.042,-3.133,8.17,3.13,8.75,8.17,-0.00,0.134,321.7,123.4,344.5,321.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421709,865.395,-122.643,41.326,1.013,5.629,-2.193,5.72,2.19,6.13,5.72,-0.00,0.140,225.2,86.3,241.2,225.2,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425421738,865.448,-122.349,41.211,1.245,6.920,-2.696,7.03,2.70,7.53,7.03,-0.00,0.138,276.8,106.2,296.5,276.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421768,865.501,-122.055,41.096,1.406,7.816,-3.045,7.94,3.05,8.50,7.94,-0.00,0.136,312.6,119.9,334.8,312.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421797,865.554,-121.761,40.982,1.520,8.452,-3.293,8.59,3.29,9.20,8.59,-0.00,0.136,338.1,129.6,362.1,338.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425421827,865.607,-121.467,40.867,1.603,8.910,-3.471,9.05,3.47,9.70,9.05,-0.00,0.138,356.4,136.7,381.7,356.4,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425421856,865.607,-121.467,40.867,1.122,6.237,-2.430,6.34,2.43,6.79,6.34,-0.00,0.139,249.5,95.7,267.2,249.5,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425421886,865.660,-121.173,40.753,1.321,7.347,-2.863,7.46,2.86,7.99,7.46,-0.00,0.137,293.9,112.7,314.8,293.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421915,865.713,-120.879,40.638,1.463,8.134,-3.169,8.26,3.17,8.85,8.26,-0.00,0.136,325.4,124.8,348.5,325.4,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425421944,865.766,-120.585,40.524,1.568,8.717,-3.396,8.86,3.40,9.49,8.86,-0.00,0.136,348.7,133.7,373.4,348.7,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425421974,865.766,-120.585,40.524,1.098,6.102,-2.377,6.20,2.38,6.64,6.20,-0.00,0.139,244.1,93.6,261.4,244.1,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425422003,865.818,-120.291,40.409,1.305,7.255,-2.826,7.37,2.83,7.89,7.37,-0.00,0.136,290.2,111.3,310.8,290.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425422033,865.871,-119.997,40.295,1.450,8.062,-3.141,8.19,3.14,8.77,8.19,-0.00,0.135,322.5,123.7,345.4,322.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425422062,865.871,-119.997,40.295,1.015,5.644,-2.199,5.73,2.20,6.14,5.73,-0.00,0.140,225.8,86.6,241.8,225.8,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425422091,865.924,-119.703,40.180,1.257,6.987,-2.722,7.10,2.72,7.60,7.10,-0.00,0.138,279.5,107.2,299.3,279.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425422120,865.977,-119.409,40.066,1.426,7.925,-3.088,8.05,3.09,8.62,8.05,-0.00,0.137,317.0,121.6,339.5,317.0,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425422150,866.030,-119.115,39.951,1.534,8.528,-3.323,8.66,3.32,9.28,8.66,-0.00,0.137,341.1,130.8,365.4,341.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
